0x29e1910,0.000073,0.000000,1.611431,49.966858,0.000000,160.106126
0x29e1910,2375.279384,8000.000000,2375.279384,73555.364063,0.100000,0.108762
0x29e1910,8000.000000,8000.000000,39470.304203,1081429.995471,0.110000,0.007398
0x29e1910,14475.438702,14472.727273,74195.939742,74298.983310,0.110000,0.107673
0x29e1910,14472.728250,14472.727273,205547.818192,4147065.372745,0.120000,0.001929
0x29e1910,14488.472577,14472.727273,361286.132702,1093252.758730,0.120000,0.007318
0x29e1910,14490.528778,14472.727273,406576.971689,1033910.660437,0.120000,0.007738
0x29e1910,14490.979172,14472.727273,416497.559930,87110.562964,0.120000,0.091837
0x29e1910,425951.339147,45025.454545,425951.339147,1039283.290806,0.100000,0.007698
0x29e1910,465415.872829,45025.454545,465415.872829,1036590.014103,0.100000,0.007718
0x29e1910,488382.455269,45025.454545,488382.455269,606672.452727,0.100000,0.013187
0x29e1910,490222.377663,45025.454545,490222.377663,427447.187808,0.100000,0.018716
0x29e1910,602086.936630,45025.454545,602086.936630,4021970.076506,0.100000,0.001989
0x29e1910,815277.333262,45025.454545,815277.333262,3793132.118344,0.100000,0.002109
0x29e1910,1024533.377045,45025.454545,1024533.377045,4326487.643664,0.100000,0.001849
0x29e1910,1102157.167045,88522.909091,1102157.167045,130153.704776,0.100000,0.061466
0x29e1910,88549.513920,88522.909091,1054690.649367,603014.132101,0.120000,0.013267
0x29e1910,88565.453450,88522.909091,1025624.771819,605753.717493,0.120000,0.013207
0x29e1910,88564.678715,88522.909091,1008560.100768,916994.785654,0.120000,0.008724
0x29e1910,88564.641911,88522.909091,1007749.436059,1075613.989316,0.120000,0.007438
0x29e1910,88564.835500,88522.909091,1012013.516185,1072729.382488,0.120000,0.007458
0x29e1910,88570.544621,88522.909091,1137765.273706,4851204.558122,0.120000,0.001649
0x29e1910,88575.844368,88522.909091,1254499.968848,1044712.049685,0.120000,0.007658
0x29e1910,88580.633967,88522.909091,1359997.923031,4736320.265775,0.120000,0.001689
0x29e1910,88584.467831,88522.909091,1444444.391369,603014.132101,0.120000,0.013267
0x29e1910,88582.690296,88522.909091,1405291.567583,1072729.382488,0.120000,0.007458
0x29e1910,88587.162313,88522.909091,1503794.317979,4793074.100791,0.120000,0.001669
0x29e1910,88591.350020,88522.909091,1596034.699489,1075613.989316,0.120000,0.007438
0x29e1910,88595.024015,88522.909091,1676959.823970,4626751.384092,0.120000,0.001729
0x29e1910,88597.370426,88522.909091,1728642.949285,330785.768069,0.120000,0.024185
0x29e1910,173071.539881,173003.951515,1661736.783593,1052962.368242,0.120000,0.007598
0x29e1910,173074.835086,173003.951515,1734318.492476,4522137.357666,0.120000,0.001769
0x29e1910,173077.007233,173003.951515,1782163.229760,431132.918883,0.120000,0.018556
0x29e1910,173079.521037,173003.951515,1837533.441809,4851204.558122,0.120000,0.001649
0x29e1910,173088.094929,173003.951515,2026385.986007,4680894.724473,0.120000,0.001709
0x29e1910,173089.905072,173003.951515,2066257.033010,609445.455999,0.120000,0.013127
0x29e1910,173090.816819,173003.951515,2086339.603468,4147065.372745,0.120000,0.001929
0x29e1910,173091.682147,173003.951515,2105399.707952,617918.679960,0.120000,0.012947
0x29e1910,173087.981982,173003.951515,2023898.150599,1067006.337244,0.120000,0.007498
0x29e1910,173090.236904,173003.951515,2073566.126084,4522137.357666,0.120000,0.001769
0x29e1910,173092.350518,173003.951515,2120121.561066,1069860.206291,0.120000,0.007478
0x29e1910,173089.325060,173003.951515,2053481.424131,1105336.884715,0.120000,0.007238
0x29e1910,173086.466017,173003.951515,1990506.796915,1050197.821283,0.120000,0.007618
0x29e1910,173086.487190,173003.951515,1990973.178554,2946511.641535,0.120000,0.002715
0x29e1910,173091.303970,173003.951515,2097069.816021,4326487.643664,0.120000,0.001849
0x29e1910,173093.114220,173003.951515,2136943.212532,1105336.884715,0.120000,0.007238
0x29e1910,173090.039488,173003.951515,2069217.742644,1069860.206291,0.120000,0.007478
0x29e1910,173086.987696,173003.951515,2001997.549734,985511.447821,0.120000,0.008118
0x29e1910,269111.768511,269036.889697,1918352.531801,426081.233619,0.120000,0.018776
0x29e1910,269113.176995,269036.889697,1949376.453526,4373795.574957,0.120000,0.001829
0x29e1910,269115.420610,269036.889697,1998795.357324,1058535.357730,0.120000,0.007558
0x29e1910,269112.707565,269036.889697,1939036.569133,1087309.239604,0.120000,0.007358
0x29e1910,269036.889816,269036.889697,1884061.375647,1087309.239604,0.150000,0.007358
0x29e1910,269107.830639,269036.889697,1831615.122315,1055741.508441,0.150000,0.007578
